Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser
b'blu',b'BLU G8',b'https://fdn2.gsmarena.com/vv/bigpic/bly-g8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - G0170UU',"b'1, 3, 4, 5, 7, 28 - G0170LL, G0170VV'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 99.1 cm2 (~78.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~267 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'64GB 3GB RAM',b'13 MP',b'LED flash',b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,"b'Black, Red, Blue'","b'13 MP, AF 2 MP, (depth)'",,b'HSDPA 850 / 1900 / 2100 - G0170LL',,b'Up to 750 h (2G) / Up to 650 h (3G)',b'Up to 30 h (2G) / Up to 24 h (3G)',,,b'HSDPA 900 / 1900 / 2100 - G0170VV',"b'2, 4, 5, 12, 17 - G0170UU'",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G6',b'https://fdn2.gsmarena.com/vv/bigpic/bly-g6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - G0210UU',"b'1, 3, 4, 5, 7, 28 - G0210LL'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~74.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'64GB 3GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2800 mAh, removable'",,"b'Black, Red'",,,b'HSDPA 850 / 1900 / 2100 - G0210LL',,b'Up to 550 h (2G) / Up to 500 h (3G)',b'Up to 20 h (2G) / Up to 15 h (3G)',b'LED flash',,"b'2, 4, 5, 12, 17 - G0210UU'",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G5 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/bly-g5p.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - G0190UU',"b'1, 3, 4, 5, 7, 28 - G0190LL, G0190VV'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~73.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'32GB 2GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,"b'Black, Red, Twilight, Chameleon Blue'",,,b'HSDPA 850 / 1900 / 2100 - G0190LL',,b'Up to 575 h (2G) / Up to 525 h (3G)',b'Up to 20 h (2G) / Up to 15 h (3G)',b'LED flash',,b'HSDPA 900 / 1900 / 2100 - G0190VV',"b'2, 4, 5, 12, 17 - G0190UU'",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G5',b'https://fdn2.gsmarena.com/vv/bigpic/bly-g5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - G0090UU',"b'1, 3, 4, 5, 7, 28 - G0090LL, G0090VV'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'150.5 x 71.5 x 10.4 mm (5.93 x 2.81 x 0.41 in)',b'187 g (6.60 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~72.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'32GB 2GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,"b'Black, Blue, Red, Twilight, Chameleon Blue'",,,b'HSDPA 850 / 1900 / 2100 - G0090LL',,b'Up to 600 h (2G) / Up to 550 h (3G)',b'Up to 21 h (2G) / Up to 16 h (3G)',b'LED flash',,b'HSDPA 900 / 1900 / 2100 - G0090VV',"b'2, 4, 5, 12, 17 - G0090UU'",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G9',b'https://fdn2.gsmarena.com/vv/bigpic/blu-g9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, May'","b'Available. Released 2019, May'",b'155.4 x 71.8 x 8 mm (6.12 x 2.83 x 0.31 in)',b'165 g (5.82 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 99.1 cm2 (~88.8% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~267 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'64GB 4GB RAM',"b'13 MP, f/2.0, 1/3""'",b'LED flash',b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Black, Blue'","b'13 MP, f/2.0, 1/3"", PDAF 2 MP, (depth)'",b'About 180 USD',b'eMMC 5.1',,b'Up to 750 h (2G) / Up to 650 h (3G)',b'Up to 30 h (2G) / Up to 24 h (3G)',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU C5L',b'https://fdn2.gsmarena.com/vv/bigpic/blu-c5l.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - C0050UU',"b'2, 4, 5, 7, 12, 17 - C0050UU'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February'","b'Available. Released 2019, February'",b'144.3 x 72.5 x 10.3 mm (5.68 x 2.85 x 0.41 in)',b'153 g (5.40 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.4 GHz Cortex-A53',b'Mali-400',b'microSDXC',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2000 mAh battery',,"b'Black, Blue'",,b'About 70 USD',b'HSDPA 850 / 1900 / 2100 - C0050LL',,b'Up to 500 h (2G) / Up to 450 h (3G)',b'Up to 18 h (2G) / Up to 14 h (3G)',b'LED flash',,"b'1, 3, 4, 5, 7, 28 - C0050LL'",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio X8 HD (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-x8-hd-3g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - S532U',,"b'Yes, 384 kbps'","b'2019, February'","b'Available. Released 2019, February'",b'145.5 x 74.5 x 9.8 mm (5.73 x 2.93 x 0.39 in)',b'143 g (5.04 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~63.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',b'8 MP',b'LED flash',b'1080p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2000 mAh battery',,"b'Black, White'",,,b'HSDPA 850 / 1900 / 2100 - S532L',,b'Up to 500 h (3G)',b'Up to 15 h (3G)',,,b'HSDPA 900 / 1900 / 2100 - S532V',,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU C6L',b'https://fdn2.gsmarena.com/vv/bigpic/blu-c6l.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - C0030UU',"b'2, 4, 5, 7, 12, 17 - C0030UU'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, January'","b'Available. Released 2019, January'",b'154.4 x 78.6 x 10.4 mm (6.08 x 3.09 x 0.41 in)',b'203 g (7.16 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.4 GHz Cortex-A53',b'Mali-400',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2500 mAh battery',,"b'Black, Gold, Blue'",,b'About 80 USD',b'HSDPA 850 / 900 / 1900 / 2100 - C0030LL',,b'Up to 600 h (2G) / Up to 550 h (3G)',b'Up to 21 h (2G) / Up to 16 h (3G)',b'LED flash',,"b'2, 3, 4, 5, 7, 28 - C0030LL'",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo One Plus (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-one-plus-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, January'","b'Available. Released 2019, January'",b'156.7 x 75.2 x 8.3 mm (6.17 x 2.96 x 0.33 in)',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.7 cm2 (~82.1% screen-to-body ratio)'",b'720 x 1500 pixels (~268 ppi density)',b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 2GB RAM',"b'8 MP, f/2.2, 1/5""'",b'LED flash',b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,b'Silver',"b'13 MP, f/2.2, 1/4.0"" 2 MP, (depth)'",b'About 120 USD',b'eMMC 5.1',,b'Up to 600 h (2G) / Up to 550 h (3G)',b'Up to 21 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo Go',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-go.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, December'","b'Available. Released 2018, December'",b'156.7 x 75.2 x 8.4 mm (6.17 x 2.96 x 0.33 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~78.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 9.0 Pie (Go edition)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 1GB RAM',b'5 MP',b'LED flash',b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2600 mAh, non-removable'",,b'Black',"b'8 MP, AF 0.3 MP, (depth)'",b'About 80 USD',b'eMMC 5.1',,b'Up to 600 h (2G) / Up to 550 h (3G)',b'Up to 21 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo XL4',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-xl4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66'","b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, December'","b'Available. Released 2018, December'",b'157.2 x 76.2 x 8 mm (6.19 x 3.00 x 0.31 in)',b'178 g (6.28 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~80.1% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'32GB 3GB RAM',"b'13 MP, f/2.2, 1/4""'",b'LED flash',b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 \xd0\xb0/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Black, Gold'","b'13 MP, f/2.0, 1/3"", PDAF 2 MP, (depth)'",b'About 150 USD',b'eMMC 5.1',,b'Up to 750 h (2G) / Up to 650 h (3G)',b'Up to 30 h (2G) / Up to 24 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio Mega (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mega-2018-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, October'","b'Available. Released 2018, October'",b'156.7 x 75.2 x 8.4 mm (6.17 x 2.96 x 0.33 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~78.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'16GB 1GB RAM',b'8 MP',b'LED flash',b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2600 mAh, non-removable'",,"b'Black, Blue, Silver'","b'13 MP, AF 2 MP, (depth)'",b'About 100 USD',,,b'Up to 675 h (2G) / Up to 575 h (3G)',b'Up to 22 h (2G) / Up to 18 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Grand M2 (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/blu-grand-m2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - G290Q',,b'HSPA 21.1/5.76 Mbps',"b'2018, October'","b'Available. Released 2018, October'",b'144.9 x 72.1 x 9.4 mm (5.70 x 2.84 x 0.37 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~71.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',"b'8GB 1GB RAM, 16GB 1GB RAM'",b'8 MP',b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2600 mAh, non-removable'",,"b'Black, Blue, Gold'",,,b'HSDPA 850 / 900 / 1900 / 2100 - G290EQ',,b'Up to 725 h (2G) / Up to 625 h (3G)',b'Up to 22 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Advance L4',b'https://fdn2.gsmarena.com/vv/bigpic/blu-al4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 - A350A',,b'HSPA 21.1/5.76 Mbps',"b'2018, September'","b'Available. Released 2018, September'",b'124.3 x 65.2 x 10.4 mm (4.89 x 2.57 x 0.41 in)',b'104 g (3.67 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~56.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'8GB 512MB RAM',b'5 MP',b'LED flash',b'720@30fps',b'2 MP',b'480p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 1300 mAh, removable'",,"b'Black, Cyan, White, Teal'",,b'About 50 USD',b'HSDPA 850 / 2100 - A350I',,b'Up to 400 h (2G) / Up to 450 h (3G)',b'Up to 18 h (2G) / Up to 13 h (3G)',b'LED flash',,b'HSDPA 900 / 2100 - A350B',,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo XI',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-xi.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 66'","b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, September'","b'Available. Released 2018, September'",b'149 x 72.9 x 7.9 mm (5.87 x 2.87 x 0.31 in)',b'187 g (6.60 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.9 inches, 86.9 cm2 (~80.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~285 ppi density)'","b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'32GB 3GB RAM',"b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR'",b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Black, Silver'","b'16 MP, f/2.0, 1/3"", 1.10\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",b'About 200 USD',b'eMMC 5.1',,b'Up to 625 h (3G)',b'Up to 21 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
