Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time
b'honor',b'Honor 30',b'https://fdn2.gsmarena.com/vv/bigpic/honor-30.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 20, 26, 34, 38, 39, 40, 41 - International'","b'1, 3, 38, 41, 77, 78, 79 SA/NSA - International'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, April 15'","b'Available. Released 2020, April 21'",b'160.3 x 74.2 x 8.1 mm (6.31 x 2.92 x 0.32 in)',b'185 g (6.53 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.53 inches, 102.9 cm2 (~86.6% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~403 ppi density)'","b'1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41 - China'","b'Android 10, Magic UI 3, no Google Play Services'",b'Kirin 985 5G (7 nm)',b'Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)',b'Mali-G77',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'","b'1, 3, 41, 77, 78, 79 SA/NSA - China'",,"b'LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS'",,b'HDR',"b'4K, 1080p; gyro-EIS'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 40W Reverse charging 5W',"b'Titanium silver, Emerald Green, Midnight Black, Icelandic Frost, Neon purple'",b'UFS',b'BMH-AN10',b'$\xe2\x80\x89319.99',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF 8 MP, f/3.4, 125mm (Periscope telephoto), PDAF, OIS, 5x optical zoom 8 MP, f/2.4, 17mm (ultrawide) 2 MP, (depth)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,,,,,,,b'$\xe2\x80\x89669.99',b'$\xe2\x80\x89409.99',b'$\xe2\x80\x89319.99',,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 20e',b'https://fdn2.gsmarena.com/vv/bigpic/honor-20e.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, April 16'","b'Available. Released 2020, April 27'",b'154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)',b'164 g (5.78 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9.1, Google Play Services'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'24 MP, f/1.8, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3400 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Phantom Blue'",,,b'About 180 EUR',,"b'8 MP, f/2.0, (wide)'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Play 4T Pro',b'https://fdn2.gsmarena.com/vv/bigpic/honor-play-4t-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, April 09'","b'Available. Released 2020, April 09'",b'157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.3 inches, 95.8 cm2 (~83.2% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~418 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 10, Magic UI 2, no Google Play Services'",b'Kirin 810 (7 nm)',b'Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)',b'Mali-G52 MP6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM'",b'UFS 2.1',"b'48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 22.5W',"b'Black, Blue, Green'",,"b'AQM-AL10, AQM-TL10'",b'About 200 EUR',,"b'16 MP, f/2.0, (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Play 4T',b'https://fdn2.gsmarena.com/vv/bigpic/honor-play-4t.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, April 09'","b'Available. Released 2020, April 14'",b'159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)',b'176 g (6.21 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 10, Magic UI 3, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Black, Blue, Green'",,"b'AKA-AL10, AKA-TL10'",b'About 160 EUR',,"b'8 MP, (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 8A 2020',b'https://fdn2.gsmarena.com/vv/bigpic/honor-8a-2020-uk.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2020, April 10'","b'Available. Released 2020, April 15'",b'156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3020 mAh, non-removable'",,"b'Black, Blue'",,,b'About 150 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 8A Prime',b'https://fdn2.gsmarena.com/vv/bigpic/honor-8a-prime.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2020, March 30'","b'Available. Released 2020, March 30'",b'156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3020 mAh, non-removable'",,"b'Black, Blue, Green'",,b'JAT-LX1',b'About 110 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor 30S',b'https://fdn2.gsmarena.com/vv/bigpic/honor-30s.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 8, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 3, 41, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, March 30'","b'Available. Released 2020, April 07'",b'162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in)',b'190 g (6.70 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, HDR10'","b'6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 10, Magic UI 3, no Google Play Services'",b'Kirin 820 5G (7nm)',b'Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)',b'Mali-G57 6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 2.1',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min'","b'Black, Blue, Green, Gradient, Butterfly Feather Red'",b'32-bit/192kHz audio',b'CDY-AN90',b'About 310 EUR',"b'64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 80mm (telephoto), AF, 3x optical zoom 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (depth)'","b'16 MP, f/2.0, (wide)'",,,,,,,,"b'Glass front (Aluminosilicate glass), glass back, aluminum frame'",,,,b'Aluminosilicate glass',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Play 9A',b'https://fdn2.gsmarena.com/vv/bigpic/honor-play-9a-r.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2020, March 30'","b'Available. Released 2020, April 03'",b'159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in)',b'185 g (6.53 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~278 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 10, Magic UI 3.0, no Google Play Services'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/1.8, (wide), PDAF 2 MP, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 5000 mAh, non-removable'",b'Battery charging 10W',"b'Blue Water Emerald, Jasper Green, Dark Night Black'",,"b'MOA-AL00, MOA-TL00, MED-AL20, MOA-AL20'",b'About 120 EUR',,"b'8 MP, f/2.0, (wide)'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor View30 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/honor-view30-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 3, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2020, February 24'","b'Available. Released 2020, April 27'",b'162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.57 inches, 104.7 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~400 ppi density)'",b'UFS 3.0',"b'Android 10, Magic UI 3, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM'",,"b'40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 16mm (ultrawide), 1.4\xc2\xb5m, AF'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m 8 MP, f/2.2, 17mm (ultrawide)'",b'HDR',"b'4K@30fps, 1080p@30fps'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4100 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 27W, 52% in 30 min (advertised) Reverse wireless charging'","b'Ocean Blue, Midnight Black, Icelandic frost, Sunrise Orange'",,,,,,,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,b'Yes',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor View30',b'https://fdn2.gsmarena.com/vv/bigpic/honor-view30.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 3, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2020, February 24'","b'Available. Released 2020, April 27'",b'162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in)',b'213 g (7.51 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.57 inches, 104.2 cm2 (~84.5% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~401 ppi density)'",b'UFS 3.0',"b'Android 10, Magic UI 3, no Google Play Services'",b'Kirin 990 (7 nm)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)',b'Mali-G76 MP16',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 8 MP, f/2.4, 16mm (ultrawide)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m 8 MP, f/2.2, 17mm (ultrawide)'",b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised)'","b'Ocean Blue, Midnight Black, Icelandic Frost, Sunrise Orange'",,,,,,,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,b'Yes',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor V30 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/honor-v30-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 3, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2019, November'","b'Available. Released 2019, December'",b'162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.57 inches, 104.7 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~400 ppi density)'",b'UFS 3.0',"b'Android 10, Magic UI 3'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM'",,"b'40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 16mm (ultrawide), 1.4\xc2\xb5m, AF'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m 8 MP, f/2.2, 17mm (ultrawide)'",b'HDR',"b'4K@30fps, 1080p@30fps'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4100 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 27W Reverse wireless charging'","b'Ocean Blue, Galaxy Black, Icelandic frost'",,b'OXF-AN10',b'About 500 EUR',,,"b'AnTuTu: 381241 (v7), 500571 (v8) GeekBench: 12824 (v4.4), 3204 (v5.1) GFXBench: 35fps (ES 3.1 onscreen)'",,b'Photo / Video',,,,,"b'Glass front, glass back, aluminum frame'",,,,b'Yes',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
