Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Card slot,Single,Video,_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1_1,Type_1,Stand-by,Talk time,Colors,Internal,GPRS,EDGE,Keyboard,Phonebook,Call records,Features,Messaging,Games,Java,Alert types,4G bands,Chipset,CPU,GPU,Single_1,Video_1,NFC,Infrared port,Music play,Price,Build,Dual,Charging,Features_1,Models,SAR,Quad,128GB 8GB RAM,Protection,Triple,64GB 4GB RAM,128GB 6GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,Dual_1
b'infinix',b'Infinix Smart 4c',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-smart4-x653c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, November'","b'Available. Released 2019, December'",b'167 x 76 x 8.3 mm (6.57 x 2.99 x 0.33 in)',b'183 g (6.46 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 105.2 cm2 (~82.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',b'5 MP',b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Midnight Black, Quetzal Cyan, Cosmic Purple'",b'32GB 2GB RAM',,,,,,b'Dual-LED flash',,,,,"b'1, 3, 5, 8, 38, 40, 41'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'',b'No',,,,,b'8 MP QVGA',,,b'X653C',,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 8 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-8-lite.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, October'","b'Available. Released 2019, October'",b'165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in)',b'175 g (6.17 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ)'","b'6.6 inches, 105.2 cm2 (~83.5% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'",b'eMMC 5.1',b'Android 8.1 Oreo (Go edition)',b'microSDXC (dedicated slot)',b'8 MP',b'1080p@30fps',b'Dirac sound',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 5000 mAh, non-removable'",,,"b'Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black'",b'32GB 2GB RAM',,,,,,"b'Quad-LED flash, panorama, HDR'",,,,,,b'Mediatek MT6580',b'Quad-core 1.3 GHz',,,b'1080p@30fps',b'No',,,,"b'Glass front, plastic back, plastic frame'","b'8 MP, f/1.8, PDAF QVGA (Low light sensor)'",,b'LED flash',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix S5',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-x652.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, October 15'","b'Available. Released 2019, October'",b'164 x 76 x 7.9 mm (6.46 x 2.99 x 0.31 in)',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 102.1 cm2 (~81.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Quetzal Cyan, Violet'","b'64GB 4GB RAM, 128GB 6GB RAM'",,,,,,"b'Quad-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 8, 38, 40, 41'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'1080p@30fps',b'No',,,b'About 120 EUR',"b'Glass front, plastic back, plastic frame'",,,,b'X652',,,,,"b'16 MP, f/1.8, (wide), PDAF 5 MP, 14mm (ultrawide) 2 MP, (depth)'",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 8',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September 04'","b'Available. Released 2019, September'",b'165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in)',b'179 g (6.31 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.52 inches, 102.6 cm2 (~81.5% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~269 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), XOS 5.0'",b'microSDXC (dedicated slot)',"b'8 MP, f/2.0, 25mm (wide)'",b'1080p@30fps',b'Dirac Surround Sound',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 5000 mAh, non-removable'",,,"b'Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black'","b'32GB 2GB RAM, 64GB 4GB RAM'",,,,,,"b'Quad-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 8, 38, 40, 41'",b'Mediatek MT6761 Helio A22 (12 nm) - 32/2 GBMediatek MT6762 Helio P22 (12 nm) - 64/4 GB',b'Quad-core 2.0 GHz Cortex-A53Octa-core 1.8 GHz Cortex-A53',b'PowerVR GE8320',,b'1080p@30fps',b'No',,,b'\xc2\xa3\xe2\x80\x89139.00',"b'Glass front, glass back'",,,b'LED flash',"b'X650C, X650B, X650, X650D'",,,,,"b'13 MP, f/1.8, 26mm (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth) QVGA (Low light sensor)'",b'\xc2\xa3\xe2\x80\x89139.00',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Note 6',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-note-6-x610.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, June'","b'Available. Released 2019, June'",b'154.2 x 74.5 x 7.7 mm (6.07 x 2.93 x 0.30 in)',b'173 g (6.10 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.01 inches, 93.2 cm2 (~81.1% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'Stylus',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',b'eMMC 5.1',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Midnight Black, Mocha Brown, Aqua Blue'",b'64GB 4GB RAM',,,,,,"b'Dual-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 8, 40, 41'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',,b'1080p@30fps',b'No',,,b'About 180 EUR',,,,b'LED flash',b'X610',,,,,"b'16 MP (wide), PDAF 8 MP (ultrawide) 2 MP, (depth)'",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Smart3 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-smart3-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'157 x 76 x 7.8 mm (6.18 x 2.99 x 0.31 in)',b'148 g (5.22 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 96.3 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',b'8 MP',b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 3500 mAh, non-removable'",,,"b'Midnight Black, Aqua Blue, Cosmic Purple, Bordeaux Red, Mocha Brown'","b'32GB 2GB RAM, 32GB 3GB RAM'",,,,,,"b'Dual-LED flash, HDR'",,,,,"b'1, 3, 5, 8, 38, 40, 41'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'1080p@30fps',b'No',,,b'About 7000 INR',"b'Glass front, plastic back, plastic frame'",,,b'HDR',"b'X267, X267 X627V'",,,,,"b'13 MP, f/1.8, PDAF 2 MP QVGA'",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix S4',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'156 x 75 x 7.9 mm (6.14 x 2.95 x 0.31 in)',b'154 g (5.43 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~82.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Space gray, nebula blue, twilight purple'","b'32GB 3GB RAM, 64GB 6GB RAM'",,,,,,"b'Quad-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 8, 38, 40, 41'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'1080p@30fps',b'No',,,,"b'Glass front, plastic back, plastic frame'",,,,"b'X626, X626B, X610B, X626B LTE'",,,,,"b'13 MP, PDAF 8 MP 2 MP'",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 7 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-7-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'155 x 74.8 x 8 mm (6.10 x 2.94 x 0.31 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~82.8% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'eMMC 5.1',b'Android 9.0 (Pie)',b'microSDXC (dedicated slot)',,b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Midnight Black, Mocha Brown, Bordeaux Red, Aqua Blue'","b'32GB 2GB RAM, 32GB 3GB RAM, 64GB 6GB RAM'",,,,,,"b'Dual-LED flash, panorama, HDR'",,,,,"b'1, 3, 5, 8, 38, 40, 41'",b'Mediatek MT6757T Helio P25 (16 nm) - 32+2 GBMediatek MT6762 Helio P22 (12 nm) - 32/64+3/6 GB',b'Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Octa-core 1.8 GHz Cortex-A53',b'Mali-T880MP2PowerVR GE8320',,b'1080p@30fps',b'No',,,b'About 130 EUR',"b'Glass front, plastic back, plastic frame'","b'13 MP, AF 2 MP, (depth)'",,b'LED flash',"b'X625, X625B, X625, X625D'",,,,,,,,,,,,,"b'13 MP 2 MP, depth sensor'"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 7',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1700 / 1900 / 2100',b'HSPA 42.2/5.76 Mbps',"b'2019, January'","b'Available. Released 2019, January'",b'157 x 75.7 x 8 mm (6.18 x 2.98 x 0.31 in)',b'166 g (5.86 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 99.2 cm2 (~83.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~260 ppi density)'",b'eMMC 5.1',b'Android 8.0 Oreo (Go edition)',b'microSDXC (dedicated slot)',b'8 MP',b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Sandstone Black, Sapphire Blue, Blush Gold, Bordeaux Red'","b'16GB 1GB RAM, 32GB 2GB RAM, 64GB 4GB RAM'",,,,,,"b'LED flash, panorama, HDR'",,,,,b'N/A',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz',,,b'1080p@30fps',b'No',,,b'About 100 EUR',"b'Glass front, plastic back, plastic frame'","b'13 MP, AF 0.3 MP, (depth)'",,b'LED flash',"b'X624B, X624, X652A'",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Zero 6 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'156.8 x Unknown x 8 mm',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',b'6.18 inches',b'FullHD+',b'eMMC 5.1',b'Android 8.0 (Oreo)',b'microSDXC (dedicated slot)',"b'20 MP, f/2.0, (wide)'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'Yes',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Ion 3650 mAh, non-removable'",,,b'Sapphire Cyan',b'128GB 6GB RAM',,,,,,"b'Quad-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',,b'',b'No',,,,,"b'12 MP, AF 24 MP, AF'",,,b'X620',,,,b'Corning Gorilla Glass 5',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Zero 6',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'156.8 x Unknown x 8 mm',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',b'6.18 inches',b'FullHD+',b'eMMC 5.1',b'Android 8.0 (Oreo)',b'microSDXC (dedicated slot)',"b'20 MP, f/2.0, (wide)'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'Yes',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,"b'Li-Ion 3650 mAh, non-removable'",,,"b'Black, Gold'",b'64GB 6GB RAM',,,,,,"b'Quad-LED dual-tone flash, HDR, panorama'",,,,,"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',,b'',b'No',,,,,"b'12 MP, AF 24 MP, AF'",,,b'X620B',,,,b'Corning Gorilla Glass 5',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Smart 2 HD',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-smart2-hd-n.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2018, October'","b'Available. Released 2018, October'",b'156.9 x 76.5 x 8.2 mm (6.18 x 3.01 x 0.32 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~77.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",,b'Android 8.1 (Oreo)',b'microSDXC (dedicated slot)',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass, fingerprint (except Thailand, Colombia)'",,,"b'Li-Ion 3500 mAh, non-removable'",,,"b'Sandstone Black, Bordeaux Red, Serene Gold'",b'16GB 1GB RAM',,,,,,"b'LED flash, panorama, HDR'",,,,,,b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',,b'8 MP',b'1080p@30fps',b'No',,,,,,,b'LED flash',b'X609',,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 6X',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot6x-n.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'2018',b'Available. Released 2018',b'157 x 75 x 8 mm (6.18 x 2.95 x 0.31 in)',b'168 g (5.93 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.7 cm2 (~82.2% screen-to-body ratio)'",b'720 x 1500 pixels (~268 ppi density)',b'eMMC 5.1',b'Android 8.1 (Oreo)',b'microSDXC (uses shared SIM slot)',b'8 MP',b'1080p@30fps',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,"b'Li-Po 4000 mAh, non-removable'",,,"b'Midnight Black, Champagne Gold, Kent Blue, Bordeaux Red'","b'16GB 2GB RAM, 32GB 3GB RAM'",,,,,,"b'Dual-LED flash, panorama, HDR'",,,,,"b'1, 2, 3, 4, 5, 7, 8, 10, 20, 28, 38, 40, 41'",b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',,b'1080p@30fps',b'No',,,,,"b'13 MP, PDAF 2 MP, (depth)'",,b'LED flash',b'X623',,,,,,,,,,,,,
