Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser,Display,Camera,Battery life,Performance,Loudspeaker_1,Audio quality,Alert types,Languages,Clock,Alarm,5G bands,Triple,128GB 6GB RAM,128GB 4GB RAM,32GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,256GB 8GB RAM,256GB 12GB RAM,256GB 6GB RAM,Dual_1,Stand-by_1,Talk time_1
b'motorola',b'Motorola Moto G Power',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-power.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2020, February 07'","b'Available. Released 2020, April 17'",b'159.9 x 75.8 x 9.6 mm (6.30 x 2.98 x 0.38 in)',b'199 g (7.02 oz)',b'Nano-SIM',b'IPS LCD',"b'6.4 inches, 100.7 cm2 (~83.0% screen-to-body ratio)'",b'1080 x 2300 pixels (~399 ppi density)',,b'Android 10',b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30/120fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',b'Smoke Black',b'XT2041DL',,b'$\xe2\x80\x89129.99',,b'HDR',,"b'Glass front, plastic back, aluminum frame (6000 series)'",,,,,,,,,,,,,b'CDMA2000 1xEV-DO',b'eMMC 5.1',,,,,,,,,,,,,,"b'16 MP, f/1.7, (wide), 1/2.8"", 1.12\xc2\xb5m, PDAF 8 MP, f/2.2, 118\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.2, (macro)'",,,,b'$\xe2\x80\x89129.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G8 Power',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-power-r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2020, February 07'","b'Available. Released 2020, April 16'",b'156 x 75.8 x 9.6 mm (6.14 x 2.98 x 0.38 in)',b'197 g (6.95 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 100.7 cm2 (~85.1% screen-to-body ratio)'",b'1080 x 2300 pixels (~399 ppi density)',,"b'Android 10, upgradable to Android 11'",b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'","b'16 MP, f/1.7, (wide), 1/2.8"", 1.12\xc2\xb5m, PDAF 8 MP, f/2.2, (telephoto), 1/4.0"", 1.12\xc2\xb5m, PDAF, 2x optical zoom 8 MP, f/2.2, 118\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.2, (macro)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Smoke Black, Capri Blue'",,,b'$\xe2\x80\x89169.99 / \xe2\x82\xac\xe2\x80\x89168.00 / \xc2\xa3\xe2\x80\x89155.00',,b'HDR',,"b'Glass front, plastic back, aluminum frame (6000 series)'",,,,,,,,,,,,,b'Water-repellent coating',b'eMMC 5.1',,,b'Contrast ratio: 1466:1 (nominal)',b'Photo / Video',b'Endurance rating 136h',b'AnTuTu: 173607 (v8) GeekBench: 1394 (v5.1) GFXBench: 6.6fps (ES 3.1 onscreen)',b'-24.6 LUFS (Very good)',,,,,,,,,,,b'$\xe2\x80\x89169.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola One Hyper',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-one-hyper-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, December 04'","b'Available. Released 2020, January 22'",b'161.8 x 76.6 x 8.9 mm (6.37 x 3.02 x 0.35 in)',b'210 g (7.41 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 103.7 cm2 (~83.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)'",,b'Android 10',b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',b'Adreno 612',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps'","b'Motorized pop-up 32 MP, f/2.0, 26mm (wide), 0.8\xc2\xb5m'",b'1080p@30/60fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'Yes',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 45W - USA Fast charging 27W - Europe',"b'Fresh Orchid, Deepsea Blue, Dark Amber'","b'XT2027, XT2027-1'",b'1.01 W/kg (head) \xc2\xa0 \xc2\xa0 1.40 W/kg (body)',b'$\xe2\x80\x89278.99 / \xc2\xa3\xe2\x80\x89248.00',"b'64 MP, f/1.8, (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF, Laser AF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m'",b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,b'0.59 W/kg (head) \xc2\xa0 \xc2\xa0 0.88 W/kg (body)',,,,,,,,b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',b'UFS 2.0',,,,,,,,,,,,,,,,b'$\xe2\x80\x89278.99',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Razr 2019',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-2019-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 13, 20, 28, 38, 66 - MEA'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, November 14'","b'Available. Released 2020, February 06'",b'Unfolded: 172 x 72 x 6.9 mmFolded: 94 x 72 x 14mm',b'205 g (7.23 oz)',b'eSIM',b'Foldable P-OLED',"b'6.2 inches, 86.9 cm2 (~70.2% screen-to-body ratio)'",b'876 x 2142 pixels (~373 ppi density)',,"b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',b'No',b'128GB 6GB RAM',b'CDMA 800 / 1900',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, gyro-EIS'","b'5 MP, f/2.0, 1.12um'",b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, LTEPP, SUPL'",b'Yes',b'No',b'USB Type-C 3.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 2510 mAh, non-removable'",b'Fast charging 15W',"b'Noir Black, Blush Gold'",b'XT2000-1',b'0.78 W/kg (head) \xc2\xa0 \xc2\xa0 0.97 W/kg (body)',"b'$\xe2\x80\x89799.99 / \xe2\x82\xac\xe2\x80\x89734.00 / \xc2\xa3\xe2\x80\x89943.97 / \xe2\x82\xb9\xe2\x80\x8962,798'","b'16 MP, f/1.7, 1.22um, Dual Pixel PDAF, Laser AF TOF 3D, (depth)'",b'HDR',,"b'Plastic front, plastic back, aluminum frame'",,,,,b'0.29 W/kg (head) \xc2\xa0 \xc2\xa0 0.97 W/kg (body)',,,,,,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'Second external G-OLED display, 2.7 inches, 600 x 800 pixels'",,,,,,,,,,,,,,,b'$\xe2\x80\x89799.99',,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G8 Play',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-play-r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 28, 66 - LATAM'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, October'","b'Available. Released 2019, October'",b'157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in)',b'183.6 g (6.49 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",,b'Android 9.0 (Pie)',b'Mediatek MT6771 Helio P70M (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'32GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, LPP, SUPL'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'",,"b'Black onyx, Magenta red'","b'XT2015, XT2015-2'",b'0.62 W/kg (head) \xc2\xa0 \xc2\xa0 1.68 W/kg (body)',b'$\xe2\x80\x89149.99',,b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,"b'13 MP, f/2.0, (wide), 1.25\xc2\xb5m, PDAF 8 MP, f/2.2, 117\xcb\x9a (ultrawide), 1.12\xc2\xb5m 2 MP, f/2.2, (depth)'",,,,,b'$\xe2\x80\x89149.99',,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto E6 Play',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e6-play.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, October'","b'Available. Released 2019, November'",b'146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in)',b'140 g (4.94 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 77.0 cm2 (~74.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",,b'Android 9.0 (Pie)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, LTEPP, SUPL'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,"b'Turquoise Blue, Anthracite'","b'XT2029, XT2029-1'",,b'$\xe2\x80\x89115.00 / \xe2\x82\xac\xe2\x80\x89102.97 / \xc2\xa3\xe2\x80\x89121.36',,b'HDR',"b'5 MP, f/2.2, 1/5"", 1.12\xc2\xb5m'","b'Glass front, plastic back, plastic frame'",,,,,b'0.55 W/kg (head) \xc2\xa0 \xc2\xa0 1.78 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89115.00',,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G8 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2  (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2019, October 24'","b'Available. Released 2019, October 28'",b'158.4 x 75.8 x 9.1 mm (6.24 x 2.98 x 0.36 in)',b'188 g (6.63 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.3 inches, 99.1 cm2 (~82.5% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~400 ppi density)'",,"b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - LATAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'","b'25 MP, f/2.0, 0.9\xc2\xb5m'",b'1080p@30/120fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes (market dependent)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 15W',"b'Dark Blue, Dark Red'","b'XT2019, XT2019-2'",b'0.59 W/kg (head) \xc2\xa0 \xc2\xa0 1.58 W/kg (body)',b'$\xe2\x80\x89179.99 / \xe2\x82\xac\xe2\x80\x89265.01 / \xc2\xa3\xe2\x80\x89183.26',,b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,b'0.59 W/kg (head) \xc2\xa0 \xc2\xa0 0.88 W/kg (body)',,,,,,,,b'Water-repellent coating',b'eMMC 5.1',,,b'Contrast ratio: 1505:1 (nominal)',b'Photo',b'Endurance rating 87h',"b'AnTuTu: 168699 (v8) GeekBench: 5641 (v4.4), 1385 (v5.1) GFXBench: 6.5fps (ES 3.1 onscreen)'",b'Voice 79dB / Noise 74dB / Ring 80dB',b'Noise -93.2dB / Crosstalk -94.2dB',,,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF 16 MP, f/2.2, 14mm (ultrawide), dedicated video camera (1080p) 5 MP, f/2.2, (depth)'",,,,b'$\xe2\x80\x89179.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola One Macro',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-one-macro-10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40, 41'","b'HSPA 42.2/11.5 Mbps, LTE-A'","b'2019, October 09'","b'Available. Released 2019, October 12'",b'157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in)',b'186 g (6.56 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.7 cm2 (~81.3% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~270 ppi density)'",,b'Android 9.0 (Pie)',b'Mediatek MT6771 Helio P70 (12nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',b'Water-repellent coating',,"b'LED flash, HDR, panorama'",b'1080p@30/60/120fps',"b'8 MP, f/2.2, 1/4"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',b'Space Blue',b'PAGS0005IN',b'0.54 W/kg (head) \xc2\xa0 \xc2\xa0 1.33 W/kg (body)',b'$\xe2\x80\x89215.27 / \xe2\x82\xac\xe2\x80\x89179.99 / \xc2\xa3\xe2\x80\x89169.00',,b'HDR',,"b'Glass front, plastic back, plastic frame'",,,b'Yes',,b'0.62 W/kg (head) \xc2\xa0 \xc2\xa0 1.06 W/kg (body)',,,,,,,,b'eMMC 5.1',,,,b'Contrast ratio: 1733:1 (nominal)',b'Photo / Video',b'Endurance rating 110h',"b'AnTuTu: 139869 (v7), 159405 (v8) GeekBench: 5763 (v4.4) GFXBench: 17fps (ES 3.1 onscreen)'",b'Voice 71dB / Noise 72dB / Ring 80dB',b'Noise -92.1dB / Crosstalk -91.0dB',,,,,,"b'13 MP, f/2.0, (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF, Laser AF 2 MP, f/2.2, (macro) 2 MP, f/2.2, (depth)'",,,,b'$\xe2\x80\x89215.27',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto E6 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e6-plus-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, September 05'","b'Available. Released 2019, September 16'",b'155.6 x 73.1 x 8.6 mm (6.13 x 2.88 x 0.34 in)',b'149.7 g (5.29 oz)',"b'Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 91.3 cm2 (~80.3% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",,b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 4GB RAM'",b'Water-repellent coating',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",b'Charging 10W',"b'Polished Graphite, Bright Cherry, Dark Red'","b'PAGA0004, PAGA0004IN, PAGA0033IN, PAGA0033'",b'0.28 W/kg (head) \xc2\xa0 \xc2\xa0 1.25 W/kg (body)',b'\xc2\xa3\xe2\x80\x8999.50',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth)'",b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,b'\xc2\xa3\xe2\x80\x8999.99',b'\xc2\xa3\xe2\x80\x8999.50',,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola One Zoom',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-one-zoom-r1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/100 Mbps'","b'2019, September 05'","b'Available. Released 2019, September 05'",b'158 x 75 x 8.8 mm (6.22 x 2.95 x 0.35 in)',b'190 g (6.70 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.39 inches, 100.2 cm2 (~84.6% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'Panda King glass',b'Android 9.0 (Pie)',b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',b'Adreno 612',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',b'Splash and dust resistant',"b'48 MP, f/1.7, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 8 MP, f/2.4, (telephoto), 3x optical zoom, PDAF, OIS 16 MP, f/2.2, 13mm (ultrawide) 5 MP, f/2.2, (depth)'","b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps'","b'25 MP, f/2.0, 0.9\xc2\xb5m'","b'1080p@30fps, 720p@240fps'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',b'USB Type-C 3.1',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 15W',"b'Electric Gray, Cosmic Purple, Brushed Bronze'",,b'1.26 W/kg (head) \xc2\xa0 \xc2\xa0 1.39 W/kg (body)',b'$\xe2\x80\x89249.99 / \xe2\x82\xac\xe2\x80\x89299.90 / \xc2\xa3\xe2\x80\x89299.95',,b'HDR',,"b'Glass front (Panda King), glass back (Gorilla Glass 3), aluminum frame'",,,,,b'0.71 W/kg (head) \xc2\xa0 \xc2\xa0 1.54 W/kg (body)',,,,,,,,b'UFS 2.0',,,,b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Endurance rating 90h',"b'AnTuTu: 146810 (v7), 180000 (v8) GeekBench: 5802 (v4.4), 1534 (v5.1) GFXBench: 7.1fps (ES 3.1 onscreen)'",b'Voice 66dB / Noise 72dB / Ring 85dB',b'Noise -91.6dB / Crosstalk -91.8dB',,,,,,,,b'$\xe2\x80\x89249.99',,,,,,,,,
