Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser,Display,Camera,Battery life,Performance,Loudspeaker_1,Audio quality,Alert types,Languages,Clock,Alarm,5G bands,Triple,128GB 6GB RAM,128GB 4GB RAM,32GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,256GB 8GB RAM,256GB 12GB RAM,256GB 6GB RAM,Dual_1,Stand-by_1,Talk time_1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola One Action',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-one-action-aqua-teal.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, August 16'","b'Available. Released 2019, October 31'",b'160.1 x 71.2 x 9.2 mm (6.30 x 2.80 x 0.36 in)',b'176 g (6.21 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.3 inches, 94.0 cm2 (~82.5% screen-to-body ratio)'","b'1080 x 2520 pixels, 21:9 ratio (~432 ppi density)'",,"b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Exynos 9609 (10 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.6 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',b'CDMA 800 / 1900 - USA',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps (gyro-EIS)'","b'12 MP, f/2.0, 26mm (wide), 1/2.8"", 1.25\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",b'Charging 10W',"b'Denim Blue, Pearl White, Aqua Teal'","b'XT2013-1, XT2013-2'",b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 1.43 W/kg (body)',b'$\xe2\x80\x89199.00 / \xe2\x82\xac\xe2\x80\x89209.00 / \xc2\xa3\xe2\x80\x89189.00',,b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',b'UFS 2.1',,,b'Contrast ratio: 1237:1 (nominal)',b'Photo / Video',b'Endurance rating 66h',b'AnTuTu: 148748 (v7) GeekBench: 5271 (v4.4)',b'Voice 67dB / Noise 71dB / Ring 84dB',b'Noise -93.4dB / Crosstalk -93.7dB',,,,,,"b'12 MP, f/1.8, 26mm (wide), 1/2.8"", 1.25\xc2\xb5m, PDAF 16 MP, f/2.2, 14mm (ultrawide), dedicated video camera (1080p) 5 MP, f/2.2, (depth)'",,b'$\xe2\x80\x89199.00',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto E6',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e6-xt2005-navy-blue.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 12, 13, 25, 26, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps'","b'2019, July'","b'Available. Released 2019, August'",b'149.7 x 72.3 x 8.6 mm (5.89 x 2.85 x 0.34 in)',b'159 g (5.61 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 76.5 cm2 (~70.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~296 ppi density)'",,b'Android 9.0 (Pie)',b'Qualcomm SDM435 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'CDMA 800 / 1900 - Verizon',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot or Wi-Fi 802.11 a/b/g/n'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, removable'",,"b'Starry Black, Navy Blue'","b'XT2005-3, XT2005-1, XT2005DL'",b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 1.43 W/kg (body)',b'About 130 EUR',,b'HDR',"b'5 MP, f/2.0, 1/5"", 1.12\xc2\xb5m'",,,,,,,,,,,,,,b'CDMA2000 1xEV-DO - Verizon',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto Z4',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z4-r.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'1, 2, 3, 4, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 38, 40, 41, 66, 71 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, May'","b'Available. Released 2019, June'",b'158 x 75 x 7.4 mm (6.22 x 2.95 x 0.29 in)',b'165 g (5.82 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.4 inches, 100.5 cm2 (~84.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SDM675 Snapdragon 675 (11 nm)',b'Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)',b'Adreno 612',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',b'CDMA 800 / 1900',,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps'","b'48 MP, f/1.7, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'FM radio',"b'USB Type-C 3.1, magnetic connector, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Ion 3600 mAh, non-removable'",b'Fast charging 15W',"b'Flash Grey, Frost White'",,b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 1.44 W/kg (body)',b'About 500 EUR',,b'HDR',"b'25 MP, f/2.0, 0.9\xc2\xb5m'","b'Glass front (Gorilla Glass 3), glass back, aluminum frame'",,,,,,,,,,,,,b'Splash and dust resistant',b'Moto Mods snap-on accessories',,,,,b'Endurance rating 70h',b'AnTuTu: 173234 (v7) GeekBench: 6515 (v4.4) GFXBench: 8fps (ES 3.1 onscreen)',b'Voice 70dB / Noise 73dB / Ring 80dB',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola One Vision',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-one-vision.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, May 15'","b'Available. Released 2019, June 20'",b'160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in)',b'180 g (6.35 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.3 inches, 94.0 cm2 (~82.5% screen-to-body ratio)'","b'1080 x 2520 pixels, 21:9 ratio (~432 ppi density)'",b'Corning Gorilla Glass (unspecified version)',"b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Exynos 9609 (10 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.6 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',b'HSDPA 850 / 900 / 1900 / 2100 - Europe',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps'","b'25 MP, f/2.0, 0.9\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",b'Fast charging 15W',"b'Bronze gradient, Sapphire gradient'",b'XT1970-1',b'0.34 W/kg (head) \xc2\xa0 \xc2\xa0 1.45 W/kg (body)',b'$\xe2\x80\x89199.99 / \xe2\x82\xac\xe2\x80\x89319.99',"b'48 MP, f/1.7, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 5 MP, f/2.2, (depth)'",,,"b'Glass front (Gorilla Glass), glass back, plastic frame'",,,,,,,,,,,,,"b'1, 3, 5, 7, 8, 20, 38, 40, 41 - Europe'",b'UFS 2.1',,,b'Contrast ratio: 1190:1 (nominal)',b'Photo / Video',b'Endurance rating 67h',b'AnTuTu: 143124 (v7) GeekBench: 5425 (v4.4) GFXBench: 7.9fps (ES 3.1 onscreen)',b'Voice 73dB / Noise 71dB / Ring 85dB',,,,,,,,,b'$\xe2\x80\x89199.99',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G7 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g7-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps'","b'2019, February'","b'Available. Released 2019, March'",b'157 x 75.3 x 8.3 mm (6.18 x 2.96 x 0.33 in)',b'176 g (6.21 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.2 inches, 96.2 cm2 (~81.4% screen-to-body ratio)'","b'1080 x 2270 pixels, 19:9 ratio (~405 ppi density)'",b'Corning Gorilla Glass 3',b'Android 9.0 (Pie)',b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'Splash resistant',,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'12 MP, (wide), 1/2.8"", 1.25\xc2\xb5m'","b'4K@30fps, 1080p@30fps'","b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR, aptX'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes (Europe model)',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Fast charging 27W Quick Charge 4, USB Power Delivery 3.0'","b'Deep Indigo, Viva Red'",,,b'$\xe2\x80\x89122.99 / \xe2\x82\xac\xe2\x80\x89273.75 / \xc2\xa3\xe2\x80\x89249.99',"b'16 MP, f/1.7, 1.22\xc2\xb5m, Dual-pixel PDAF, OIS 5 MP, f/2.2, (depth)'",b'HDR',,"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame'",,,,,b'0.78 W/kg (head) \xc2\xa0 \xc2\xa0 1.73 W/kg (body)',,,,,,,,b'eMMC 5.1',,,,"b'Contrast ratio: 1425 (nominal), 3.010 (sunlight)'",b'Photo / Video',b'Endurance rating 59h',b'AnTuTu: 117829 (v7)GeekBench: 4927 (v4.4)GFXBench: 5.9fps (ES 3.1 onscreen)',b'Voice 70dB / Noise 72dB / Ring 84dB',b'Noise -93.3dB / Crosstalk -93.8dB',,,,,,,,,,b'$\xe2\x80\x89122.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G7',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - Europe',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - Europe'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps'","b'2019, February'","b'Available. Released 2019, March'",b'157 x 75.3 x 8 mm (6.18 x 2.96 x 0.31 in)',b'172 g (6.07 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.2 inches, 96.2 cm2 (~81.4% screen-to-body ratio)'","b'1080 x 2270 pixels, 19:9 ratio (~405 ppi density)'",b'Corning Gorilla Glass 3',b'Android 9.0 (Pie)',b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'Adreno 506',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',,"b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps, gyro-EIS'","b'8 MP, 1/4"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes (Europe model)',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass (market dependent)'","b'Li-Ion 3000 mAh, non-removable'",b'Fast charging 15W',"b'Ceramic Black, Clear White'","b'XT1962, XT1962-4'",b'1.13 W/kg (head) \xc2\xa0 \xc2\xa0 1.44 W/kg (body)',b'$\xe2\x80\x8979.99 / \xc2\xa3\xe2\x80\x89349.00',"b'12 MP, f/1.8, 1/2.8"", 1.25\xc2\xb5m, PDAF 5 MP, f/2.2, (depth)'",b'HDR',,"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), plastic frame'",,,,,b'0.45 W/kg (head) \xc2\xa0 \xc2\xa0 1.38 W/kg (body)',,,,,,,,"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 66, 38, 40, 41 - USA'",b'eMMC 5.1',,,"b'Contrast ratio: 1565:1 (nominal), 3.011 (sunlight)'",b'Photo / Video',b'Endurance rating 66h',b'AnTuTu: 106292 (v7)GeekBench: 4755 (v4.4)GFXBench: 3.5fps (ES 3.1 onscreen)',b'Voice 70dB / Noise 71dB / Ring 84dB',b'Noise -93.6dB / Crosstalk -94.8dB',,,,,,,,,,b'$\xe2\x80\x8979.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G7 Power',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g7-power.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - Europe',"b'1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40, 41 - Europe'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps'","b'2019, February 07'","b'Available. Released 2019, February 15'",b'159.4 x 76 x 9.3 mm (6.28 x 2.99 x 0.37 in)',b'193 g (6.81 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.2 inches, 94.0 cm2 (~77.6% screen-to-body ratio)'","b'720 x 1570 pixels, 19.5:9 ratio (~279 ppi density)'",b'Corning Gorilla Glass 3 (market dependent)',"b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'Adreno 506',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',,"b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'12 MP, f2.0, 1/2.8"", 1.25\xc2\xb5m, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market dependent)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass (market dependent)'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 15W or 18W',"b'Ceramic Black, Marine Blue, Iced Violet'",b'XT1955',b'0.86 W/kg (head) \xc2\xa0 \xc2\xa0 1.44 W/kg (body)',b'$\xe2\x80\x89134.51 / \xc2\xa3\xe2\x80\x89209.90',,b'HDR',"b'8 MP, f/2.2, 1/4"", 1.12\xc2\xb5m'","b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",,,,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.86 W/kg (body)',,,,,,,,"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 29, 30, 38, 39, 40, 41, 41, 66, 71 - USA'",b'eMMC 5.1',,,"b'Contrast ratio: 1674:1 (nominal), 3.176 (sunlight)'",b'Photo / Video',b'Endurance rating 147h',b'AnTuTu: 107495 (v7) GeekBench: 4534 (v4.4) GFXBench: 7.7fps (ES 3.1 onscreen)',b'Voice 75dB / Noise 75dB / Ring 82dB',b'Noise -90.6dB / Crosstalk -89.9dB',,,,,,,,,b'$\xe2\x80\x89134.51',b'$\xe2\x80\x89419.00',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G7 Play',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g7-play.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Europe'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps'","b'2019, February'","b'Available. Released 2019, March'",b'147.3 x 71.5 x 8 mm (5.80 x 2.81 x 0.31 in)',b'149 g (5.26 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 81.4 cm2 (~77.3% screen-to-body ratio)'","b'720 x 1512 pixels, 19:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 3 (market dependent)',"b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'Adreno 506',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 29, 30, 38, 39, 40, 41, 41, 66, 71 - USA'",,"b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",b'\xd0\x91attery charging 10W market dependent',"b'Deep indigo, Fine Gold, Starry Black'",,b'0.74 W/kg (head) \xc2\xa0 \xc2\xa0 1.40 W/kg (body)',b'$\xe2\x80\x8974.99',,b'LED flash',"b'8 MP, f/2.2, 1/4"", 1.12\xc2\xb5m'","b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",,,,,b'0.84 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',,,,,,,,b'Splash resistant (market dependent)',b'eMMC 5.1',,,"b'Contrast ratio: 1468:1 (nominal), 3.180 (sunlight)'",b'Photo / Video',b'Endurance rating 103h',b'AnTuTu: 97230 (v7) GeekBench: 4154 (v4.4) GFXBench: 7.7fps (ES 3.1 onscreen)',b'Voice 66dB / Noise 74dB / Ring 81dB',b'Noise -90.0dB / Crosstalk -92.9dB',,,,,,,,,,,b'$\xe2\x80\x8974.99',,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola One (P30 Play)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-one-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, August'","b'Available. Released 2018, October'",b'149.9 x 72.2 x 8 mm (5.90 x 2.84 x 0.31 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.9 inches, 85.7 cm2 (~79.2% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~287 ppi density)'",b'Corning Gorilla Glass (unspecified version)',"b'Android 8.1 (Oreo), upgradable to Android 10, Android One'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Europe',,"b'LED flash, panorama'","b'4K@30fps, 1080p@30/60fps'","b'8 MP, f/2.2, 1/4"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, EDR'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",b'Fast charging 15W',"b'Black, White'",b'XT1941',b'0.46 W/kg (head) \xc2\xa0 \xc2\xa0 0.80 W/kg (body)',b'$\xe2\x80\x89169.99 / \xe2\x82\xac\xe2\x80\x89299.00 / \xc2\xa3\xe2\x80\x89299.99',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,"b'Glass front (Gorilla Glass), plastic back, plastic frame'",,,,,b'0.46 W/kg (head) \xc2\xa0 \xc2\xa0 0.80 W/kg (body)',,,,,,,,"b'1, 2, 3, 4, 5, 7, 8, 28 - Europe'",b'eMMC 5.1',,,"b'Contrast ratio: 1760 (nominal), 3.026 (sunlight)'",b'Photo / Video',b'Endurance rating 102h',b'AnTuTu: 81024 (v7) GeekBench: 4183 (v4.4) GFXBench: 7.2fps (ES 3.1 onscreen)',b'Voice 79dB / Noise 74dB / Ring 85dB',b'Noise -87.9dB / Crosstalk -90.2dB',,,,,,,,,,b'$\xe2\x80\x89169.99',,,,,,,
