Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm
b'nokia',b'Nokia C2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',"b'HSDPA 850 / 900 / 2100 - Africa, ME, APAC'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 16'","b'Available. Released 2020, March 22'",b'154.8 x 75.6 x 8.9 mm (6.09 x 2.98 x 0.35 in)',b'161 g (5.68 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~71.6% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 9.0 Pie (Go edition)',b'Unisoc (28nm)',b'Quad-core 1.4 GHz',,b'microSDXC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, f/2.2, AF'","b'LED flash, HDR'",b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2800 mAh, removable'",,,"b'Cyan, Black'",b'HSDPA 900 / 2100 - Saudi Arabia',"b'1, 3, 5, 8, 28, 38, 40, 41 - Saudi Arabia'",,,,,,,,,b'eMMC 5.1',b'$\xe2\x80\x8959.99',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Africa, ME, APAC'",,,,,,"b'Glass front, plastic back, plastic frame'",b'LED flash',,,,,,,,,,,,,,,,b'$\xe2\x80\x8959.99',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia C1',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2019, December 11'","b'Available. Released 2020, December 11'",b'147.6 x 71.4 x 8.7 mm (5.81 x 2.81 x 0.34 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~197 ppi density)'",b'Android 9.0 Pie (Go edition)',,b'Quad-core 1.3 GHz',,b'microSDXC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, f/2.4, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",,,"b'Black, Red'",b'eMMC 5.1',,,,,,,,,,,b'About 50 EUR',,,,b'TA-1165',,,"b'Glass front, plastic back, plastic frame'",b'LED flash',,,b'Yes',,,b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 1.30 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 2.3',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-23.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, December 05'","b'Available. Released 2019, December 19'",b'157.7 x 75.4 x 8.7 mm (6.21 x 2.97 x 0.34 in)',b'183 g (6.46 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',b'32GB 2GB RAM',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, AF 2 MP, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.4'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,,"b'Cyan Green, Sand, Charcoal'",b'GSM 900 / 1800  / 850 - India',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA / LATAM',,,,,,,,,b'eMMC 5.1',"b'$\xe2\x80\x89125.99 / \xe2\x82\xac\xe2\x80\x89129.00 / \xc2\xa3\xe2\x80\x89107.99 / \xe2\x82\xb9\xe2\x80\x897,699'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global'",,,"b'TA-1211, TA-1214, TA-1206, TA-1209'",,,"b'Glass front, plastic back, plastic frame'",,,,,,b'0.81 W/kg (head) \xc2\xa0 \xc2\xa0 0.86 W/kg (body)',b'0.41 W/kg (head) \xc2\xa0 \xc2\xa0 1.40 W/kg (body)',,,,,b'$\xe2\x80\x89125.99',,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 7.2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-72.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - ROW',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps or LTE Cat4 150/50 Mbps'","b'2019, September 05'","b'Available. Released 2019, September 23'",b'159.9 x 75.2 x 8.3 mm (6.30 x 2.96 x 0.33 in)',b'180 g (6.35 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.3 inches, 99.1 cm2 (~82.4% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~400 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM'","b'20 MP, f/2.0, (wide), 1/3"", 0.9\xc2\xb5m'","b'Zeiss optics, LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps (gyro-EIS)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes (excl. India)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",,,"b'Cyan Green, Charcoal, Ice'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 13, 28, 66 - USA'",,,,,,,,,b'eMMC 5.1',b'$\xe2\x80\x89297.00 / \xe2\x82\xac\xe2\x80\x89280.99 / \xc2\xa3\xe2\x80\x89169.99',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - ROW'",,b'Charging 10W',"b'TA-1193, TA-1178, TA-1196, TA-1181'",b'\xe2\x82\xac\xe2\x80\x89280.99',b'$\xe2\x80\x89297.00',"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), plastic frame'","b'Zeiss optics, HDR'",,,b'Corning Gorilla Glass 3',,b'1.15 W/kg (head) \xc2\xa0 \xc2\xa0 0.90 W/kg (body)',b'0.99 W/kg (head) \xc2\xa0 \xc2\xa0 1.44 W/kg (body)',,"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'",,,,,,,,,,"b'AnTuTu: 139495 (v7), 164484 (v8) GeekBench: 5440 (v4.4), 1398 (v5.1) GFXBench: 8.1fps (ES 3.1 onscreen)'",b'Contrast ratio: 1342:1 (nominal)',b'Photo / Video',b'-29.6 LUFS (Average)',b'Noise -93.0dB / Crosstalk -93.4dB',b'Endurance rating 69h',b'$\xe2\x80\x89297.00',,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 6.2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-62.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - ROW',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September 05'","b'Available. Released 2019, October 17'",b'159.9 x 75.1 x 8.3 mm (6.30 x 2.96 x 0.33 in)',b'180 g (6.35 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.3 inches, 99.1 cm2 (~82.5% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~400 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM'","b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes (excl. India)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",,,"b'Ceramic Black, Ice'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - LATAM'",,,,,,,,,b'eMMC 5.1',b'$\xe2\x80\x89249.00 / \xe2\x82\xac\xe2\x80\x89259.99 / \xc2\xa3\xe2\x80\x89149.99',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - ROW'",,b'Charging 10W',"b'TA-1200, TA-1198, TA-1201, TA-1187'",b'$\xe2\x80\x89249.00',,"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',,b'1.04 W/kg (head) \xc2\xa0 \xc2\xa0 1.05 W/kg (body)',b'0.97 W/kg (head) \xc2\xa0 \xc2\xa0 1.42 W/kg (body)',,"b'16 MP, f/1.8, 27mm (wide), 1.0\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'",b'\xc2\xa3\xe2\x80\x89149.99',,,,,,,,,"b'AnTuTu: 114947 (v7), 140736 (v8) GeekBench: 4882 (v4.4) GFXBench: 5.7fps (ES 3.1 onscreen)'",b'Contrast ratio: 1525:1 (nominal)',b'Photo / Video',b'Voice 65dB / Noise 70dB / Ring 79dB',b'Noise -91.0dB / Crosstalk -94.8dB',b'Endurance rating 73h',,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 800 Tough',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-800t.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September 05'","b'Available. Released 2019, September 05'",b'145.4 x 62.1 x 16.1 mm (5.72 x 2.44 x 0.63 in)',b'161 g (5.68 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~19.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'KaiOS',b'Qualcomm MSM8905 Snapdragon 205 (28 nm)',b'Dual-core (2x1.1 GHz Cortex-A7)',b'Adreno 304',b'microSDHC (uses shared SIM slot)',b'4GB 512MB',b'2 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 2100 mAh, non-removable'",b'Up to 1032 h (3G)',,"b'Black Steel, Desert Sand'","b'1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - MENA, APAC, GCR'",b'IP68 water resistant (up to 1.5m for 30 mins) Flashlight MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,,,,,,,,b'SNS applications MP4/H.264 player MP3/WAV/AAC player Organizer Voice memo Predictive text input',"b'$\xe2\x80\x89149.99 / \xe2\x82\xac\xe2\x80\x8994.98 / \xc2\xa3\xe2\x80\x89109.97 / \xe2\x82\xb9\xe2\x80\x898,999'","b'1, 3, 5, 7, 8, 20 - EU'",,,"b'TA-1189, TA-1186, TA-1180, TA-1176'",,,,,,,,,,b'1.46 W/kg (head) \xc2\xa0 \xc2\xa0 1.76 W/kg (body)',,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89149.99',,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 2720 Flip',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-2720f-0.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September 05'","b'Available. Released 2019, September 05'",b'192.7 x 54.5 x 11.6 mm (7.59 x 2.15 x 0.46 in)',b'118 g (4.16 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.8 inches, 24.3 cm2 (~23.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'KaiOS',b'Qualcomm MSM8905 Snapdragon 205 (28 nm)',b'Dual-core (2x1.1 GHz Cortex-A7)',b'Adreno 304',b'microSDHC (dedicated slot)',b'4GB 512MB',b'2 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1500 mAh, removable (BL-6V)'",b'Up to 700 h (3G)',,"b'Black, Gray, Red'","b'1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - MENA, APAC, GCR'","b'Second external TFT display, 240 x 240 pixels, 1.3 inches'",,,,,,,,,b'SNS applications MP4/H.264 player MP3/WAV/AAC player Organizer Voice memo Predictive text input',b'\xe2\x82\xac\xe2\x80\x8987.77 / \xc2\xa3\xe2\x80\x8989.95',"b'1, 3, 5, 7, 8, 20 - EU'",,,"b'TA-1175, TA-1173, TA-1170, TA-1168'",,,,,,,,,b'0.87 W/kg (head) \xc2\xa0 \xc2\xa0 1.10 W/kg (body)',b'1.03 W/kg (head) \xc2\xa0 \xc2\xa0 1.69 W/kg (body)',,,,,,,,,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x8987.77',,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 220 4G',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-220-4g.jpg',b'GSM / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only)',,"b'HSPA, LTE'","b'2019, July 24'","b'Available. Released 2019, July 24'",b'121.3 x 52.9 x 13.4 mm (4.78 x 2.08 x 0.53 in)',b'86.5 g (3.03 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~27.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'24MB 16MB RAM',b'0.3 MP',b'LED flash',b'320p@15fps',,,b'Yes',b'Yes',b'No',b'4.2',b'No',b'No',"b'Stereo FM radio, RDS'",b'microUSB 2.0',b'',"b'Li-Ion 1200 mAh, removable'",,,"b'Blue, Black'",b'No',,b'Yes',b'No',b'Yes',b'Yes',"b'SMS(threaded view), MMS, IM'",b'Yes',b'',,,b'About 40 EUR',"b'1, 3, 5, 7, 8, 20'",,,"b'TA-1155, TA-1171, TA-1148'",,,,,,,,,b'1.42 W/kg (head) \xc2\xa0 \xc2\xa0 1.13 W/kg (body)',b'1.39 W/kg (head) \xc2\xa0 \xc2\xa0 1.75 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 110 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-110-2019.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2019, September'","b'Available. Released 2019, September'",b'115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in)',b'75 g (2.65 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'1.77 inches, 9.7 cm2 (~16.9% screen-to-body ratio)'","b'120 x 160 pixels, 4:3 ratio (~113 ppi density)'",,,,,b'microSDHC',b'4MB',b'QVGA',,b'Yes',,,b'Yes',b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 800 mAh, removable'",b'Up to 444 h',,"b'Ocean Blue, Pink, Black'",b'Flashlight',b'No',b'No',b'No',b'Yes',b'Yes',b'SMS',b'Yes',b'No',,b'MP3 player',b'About 20 EUR',,,,b'TA-1192',,,,,,,,,,b'1.23 W/kg (head) \xc2\xa0 \xc2\xa0 1.19 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 105 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2019.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2019, July'","b'Available. Released 2019, September'",b'119 x 49.2 x 14.4 mm (4.69 x 1.94 x 0.57 in)',b'73 g (2.57 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'1.77 inches, 9.7 cm2 (~16.6% screen-to-body ratio)'","b'120 x 160 pixels, 4:3 ratio (~113 ppi density)'",,,,,b'No',b'4MB 4MB RAM',,,,,,b'Yes',b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'microUSB 1.1 (charging only)',b'',"b'Li-Ion 800 mAh, removable'",b'Up to 619 h',b'Up to 14 h 24 min',"b'Black, Blue, Pink'",b'Flashlight',b'No',b'No',b'No',b'Yes',b'Yes',b'SMS',b'Yes',b'No',,,b'About 10 EUR',,,,"b'TA-1203, TA-1174, TA-1010, TA-1034'",,,,,,,,,,b'1.50 W/kg (head) \xc2\xa0 \xc2\xa0 1.38 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
