Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 3.1 C',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-31-c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, June'","b'Available. Released 2019, June'",b'152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in)',b'156 g (5.50 oz)',b'Nano-SIM',b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm SDM429 Snapdragon 429 (12 nm)',b'Quad-core 1.8 GHz Cortex-A53',b'Adreno 504',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',"b'8 MP, f/2.0, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.2'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Accelerometer, gyro, proximity'","b'Li-Ion 2990 mAh, non-removable'",,,b'White',b'eMMC 5.1',,,,,,,,,,,,"b'2, 4, 5, 12, 14, 29, 30'",,b'Charging 10W',b'TA-1140',,,,b'HDR',,,,,b'1.11 W/kg (head) \xc2\xa0 \xc2\xa0 0.81 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 3.1 A',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-31-a.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, June'","b'Available. Released 2019, June'",b'152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in)',b'156 g (5.50 oz)',b'Nano-SIM',b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm SDM429 Snapdragon 429 (12 nm)',b'Quad-core 1.8 GHz Cortex-A53',b'Adreno 504',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',"b'8 MP, f/2.0, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.2'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Accelerometer, gyro, proximity'","b'Li-Ion 2990 mAh, non-removable'",,,b'Black',b'eMMC 5.1',,,,,,,,,,,,"b'2, 4, 5, 12, 14, 29, 30'",,b'Charging 10W',b'TA1140',,,,b'HDR',,,,,b'1.11 W/kg (head) \xc2\xa0 \xc2\xa0 0.81 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 2.2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-22.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',"b'HSDPA 850 / 900 / 2100 - APAC, EMEA, India'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, June 06'","b'Available. Released 2019, June 11'",b'146 x 70.6 x 9.3 mm (5.75 x 2.78 x 0.37 in)',b'153 g (5.40 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.71 inches, 81.4 cm2 (~79.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~295 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, removable'",,,"b'Steel, Tungsten Black'",b'GSM 900 / 1800 - India',"b'1, 3, 5, 40, 41 - India'",,,,,,,,,b'eMMC 5.1',b'\xe2\x82\xac\xe2\x80\x89112.00 / \xc2\xa3\xe2\x80\x89119.95',"b'1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA'",,,"b'TA-1183, TA-1179, TA-1191, TA-1188'",,,"b'Glass front, plastic back, plastic frame'",,,,,,b'0.43 W/kg (head) \xc2\xa0 \xc2\xa0 1.37 W/kg (body)',b'0.45 W/kg (head) \xc2\xa0 \xc2\xa0 1.61 W/kg (body)',,,,,,b'\xe2\x82\xac\xe2\x80\x89112.00',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia X71',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-x71.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, April 02'","b'Available. Released 2019, April 17'",b'157.2 x 76.5 x 8 mm (6.19 x 3.01 x 0.31 in)',b'180 g (6.35 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.39 inches, 100.9 cm2 (~83.9% screen-to-body ratio)'",b'1080 x 2316 pixels (~400 ppi density)',"b'Android 9.0 (Pie), Android One'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',b'microSDXC (uses shared SIM slot)',"b'64GB 6GB RAM, 128GB 6GB RAM'","b'16 MP, f/2.0, 1/3.06"", 1.0\xc2\xb5m'","b'Zeiss optics, dual-LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",,,b'Black',b'eMMC 5.1',,,,,,,,,,,b'About 290 EUR',"b'1, 3, 5, 7, 8, 28, 38, 40, 41'",,b'Fast charging 18W',"b'TA-1167, TA-1172'",,,"b'Glass front, glass back, aluminum frame'",,,,,,,,,"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 9 PureView',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-9-pureview-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps'","b'2019, February 24'","b'Available. Released 2019, March 15'",b'155 x 75 x 8 mm (6.10 x 2.95 x 0.31 in)',b'172 g (6.07 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'P-OLED, HDR10'","b'5.99 inches, 92.6 cm2 (~79.7% screen-to-body ratio)'","b'1440 x 2880 pixels, 18:9 ratio (~538 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',b'No',b'128GB 6GB RAM',"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'Zeiss optics, dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, HDR'",,"b'4K@30fps, 1080p@30fps, HDR'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3320 mAh, non-removable'",,,b'Midnight Blue',b'IP67 dust/water resistant (up to 1m for 30 mins)',b'Always-on display',,,,,,,,,b'ANT+',b'\xe2\x82\xac\xe2\x80\x89489.90',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 32, 38, 39, 40, 41, 66 - TA-1082'",,b'Fast charging 18W Quick Charge 3.0 USB Power Delivery Fast wireless charging 10W - Qi Fast wireless charging 5W - PMA',"b'TA-1094, A-1087, TA-1082'",,,"b'Glass front (Gorilla Glass 5), glass back, aluminum frame'",b'HDR',,,b'Corning Gorilla Glass 5',,b'1.31 W/kg (head)',b'0.88 W/kg (head) \xc2\xa0 \xc2\xa0 0.86 W/kg (body)',,,,,,,,,,,,b'AnTuTu: 288473 (v7)GeekBench: 8986 (v4.4)GFXBench: 19fps (ES 3.1 onscreen)',"b'Contrast ratio: Infinite (nominal), 5.981 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 71dB / Ring 81dB',b'Noise -94.0dB / Crosstalk -93.2dB',b'Endurance rating 79h',b'\xe2\x82\xac\xe2\x80\x89489.90',,"b'5x 12 MP, f/1.8, 28mm (wide), 1/2.9"", 1.25\xc2\xb5m (2x RGB & 3x B/W cameras, working simultaneously) TOF 3D, (depth)'",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 4.2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-42.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February 24'","b'Available. Released 2019, May 07'",b'149 x 71.3 x 8.4 mm (5.87 x 2.81 x 0.33 in)',b'161 g (5.68 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.71 inches, 81.4 cm2 (~76.6% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~295 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Qualcomm SDM439 Snapdragon 439 (12 nm)',b'Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53)',b'Adreno 505',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'LED flash',b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market dependent)',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,,"b'Black, Pink Sand'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 38, 66 - LATAM'",,,,,,,,,b'eMMC 5.1',b'$\xe2\x80\x89110.26 / \xe2\x82\xac\xe2\x80\x89182.26 / \xc2\xa3\xe2\x80\x89129.99',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA, APAC, MENA'",,,"b'TA-1184, TA-1133, TA-1149, TA-1150, TA-1157, TA-1152'",,,"b'Glass front, glass back, plastic frame'",,,,,"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth)'",b'0.43 W/kg (head) \xc2\xa0 \xc2\xa0 1.08 W/kg (body)',b'0.45 W/kg (head) \xc2\xa0 \xc2\xa0 1.53 W/kg (body)',,,b'$\xe2\x80\x89110.26',,,b'\xc2\xa3\xe2\x80\x89129.99',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 3 V',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-3v.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, August 20'","b'Available. Released 2019, August 23'",b'161.2 x 76.2 x 9.1 mm (6.35 x 3.00 x 0.36 in)',b'188.6 g (6.67 oz)',b'Nano-SIM',b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~79.6% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Qualcomm SDM429 Snapdragon 429 (12 nm)',b'Quad-core 1.8 GHz Cortex-A53',b'Adreno 504',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, AF'",b'LED flash',b'1080p@30fps',"b'5 MP, f/2.2, 27mm (wide), 1/5"", 1.12\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,,b'Blue',b'eMMC 5.1',,,,,,,,,,,b'About 170 USD',"b'1, 2, 4, 5, 8, 13'",,b'Charging 10W',,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 3.2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-32.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February 24'","b'Available. Released 2019, May 22'",b'159.4 x 76.2 x 8.6 mm (6.28 x 3.00 x 0.34 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~80.5% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Qualcomm SDM429 Snapdragon 429 (12 nm)',b'Quad-core 1.8 GHz Cortex-A53',b'Adreno 504',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, AF'",b'LED flash',b'1080p@30fps',"b'5 MP, f/2.2, 27mm (wide), 1/5"", 1.12\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted, 32/3GB only), accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,,"b'Black, Steel'","b'1, 3, 5, 8, 40, 41 - India'",b'eMMC 5.1',,,,,,,,,,"b'\xe2\x82\xac\xe2\x80\x89138.00 / \xc2\xa3\xe2\x80\x8984.99 / \xe2\x82\xb9\xe2\x80\x899,300'","b'1, 3, 5, 7, 8, 20, 28, 38, 40 - EMEA, APAC, MENA'",,b'Charging 10W',"b'TA-1156, TA-1159, TA-1164'",,,"b'Glass front, plastic back, plastic frame'",,,,,,,b'0.24 W/kg (head) \xc2\xa0 \xc2\xa0 1.63 W/kg (body)',,,b'\xe2\x82\xac\xe2\x80\x89190.50',,,b'\xe2\x82\xac\xe2\x80\x89138.00',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 1 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-1-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February 24'","b'Available. Released 2019, February 24'",b'145 x 70.4 x 8.6 mm (5.71 x 2.77 x 0.34 in)',b'138.4 g (4.87 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~75.1% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~197 ppi density)'","b'Android 9.0 Pie (Go edition), upgradable to Android 10 (Go edition)'",b'Mediatek MT6739WW (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'","b'8 MP, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",,,"b'Black, Red, Blue'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28 - LATAM'",,,,,,,,,b'eMMC 5.1',b'\xe2\x82\xac\xe2\x80\x8999.99 / \xc2\xa3\xe2\x80\x8995.15',"b'1, 3, 5, 7, 8, 20, 38, 40 - Global'",,,"b'TA-1130, TA-1111, TA-1123, TA-1127, TA-1131'",,,"b'Glass front, plastic back, plastic frame'",,,,,,b'0.96 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',b'0.59 W/kg (head) \xc2\xa0 \xc2\xa0 1.79 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x8999.99',,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 210',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-210-2019.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2019, February'","b'Available. Released 2019, March'",b'120.8 x 53.5 x 13.8 mm (4.76 x 2.11 x 0.54 in)',b'82 g (2.89 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~27.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,b'Mediatek MT6260A',,,b'microSDHC (dedicated slot)',b'16MB',b'0.3 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',b'No',b'3.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1020 mAh, removable'",,,"b'Charcoal, Red, Grey'",b'Flashlight',b'No',b'Yes',b'Yes',b'Yes',b'Yes',b'SMS',b'Yes',b'No',,b'MP3 player',b'About 30 EUR',,,,b'TA-1139',,,"b'Glass front, plastic back, plastic frame'",,,,,,,b'1.18 W/kg (head) \xc2\xa0 \xc2\xa0 1.55 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
